,0
1964-02-01,4.438782843904966
1964-03-01,5.186238893334236
1964-04-01,9.16917934230869
1964-05-01,14.508247162770001
1964-06-01,16.771977256176715
1964-07-01,19.775307959266602
1964-08-01,18.33520520269077
1964-09-01,16.834625624932098
1964-10-01,9.186342078838567
1964-11-01,6.636695931941398
1964-12-01,2.3517690919357856
1965-01-01,2.769896526767146
1965-02-01,0.4835100868533736
1965-03-01,6.06705949998078
1965-04-01,8.278686970447213
1965-05-01,12.572060040016613
1965-06-01,16.111623329556554
1965-07-01,16.606582155230935
1965-08-01,16.88144133177087
1965-09-01,13.286554410346833
1965-10-01,12.340248144879371
1965-11-01,5.990799221491955
1965-12-01,5.214533008184444
1966-01-01,2.031312479059814
1966-02-01,7.481121715989291
1966-03-01,5.253712582961221
1966-04-01,10.081971650685025
1966-05-01,12.857070605341756
1966-06-01,16.626920852631898
1966-07-01,16.385958853727818
1966-08-01,16.932804595295423
1966-09-01,16.67068995316942
1966-10-01,12.344770936574607
1966-11-01,4.117075411033168
1966-12-01,4.540144499476413
1967-01-01,2.564041969951384
1967-02-01,4.730687602416639
1967-03-01,6.8618851736443816
1967-04-01,8.06322168583562
1967-05-01,12.13115767987558
1967-06-01,15.19859445363964
1967-07-01,19.715672272916844
1967-08-01,17.841113240805797
1967-09-01,14.803233081679467
1967-10-01,13.19335790399831
1967-11-01,6.719110808967508
1967-12-01,1.6081009557830097
1968-01-01,2.380970467575192
1968-02-01,3.6673376307548886
1968-03-01,5.946729149817752
1968-04-01,9.417589794252454
1968-05-01,11.345945341517726
1968-06-01,15.425753943135405
1968-07-01,17.58460174384172
1968-08-01,16.81638271881192
1968-09-01,14.574372807220053
1968-10-01,13.37649663445638
1968-11-01,6.566862659669156
1968-12-01,2.740957285382472
1969-01-01,4.06659752014246
1969-02-01,1.1801375991802079
1969-03-01,5.974585354681836
1969-04-01,8.49650617075223
1969-05-01,12.814135171170236
1969-06-01,14.493832001135686
1969-07-01,18.837171370644867
1969-08-01,17.644263904273643
1969-09-01,15.384471556753276
1969-10-01,12.844114774055479
1969-11-01,6.497671976090498
1969-12-01,0.17678108788778996
1970-01-01,3.621569845427409
1970-02-01,3.5279019916291334
1970-03-01,3.196792671520404
1970-04-01,6.900938450887428
1970-05-01,12.393333159274915
1970-06-01,17.32072174781929
1970-07-01,17.317117274820014
1970-08-01,17.96122879653365
1970-09-01,16.447071475728002
1970-10-01,10.884332763220812
1970-11-01,8.522969772351658
1970-12-01,1.8784984299494163
1971-01-01,2.462287550391716
1971-02-01,3.212224135666849
1971-03-01,2.701281928199503
1971-04-01,10.242956519987226
1971-05-01,13.339564221788992
1971-06-01,14.413231122566499
1971-07-01,19.474137210980142
1971-08-01,18.12308849505369
1971-09-01,15.227354066479915
1971-10-01,12.102954968281882
1971-11-01,4.776938467581366
1971-12-01,3.9752088019191785
1972-01-01,2.5986383675757736
1972-02-01,4.984196250614963
1972-03-01,7.214579812237699
1972-04-01,8.046342070606517
1972-05-01,11.065850711360753
1972-06-01,13.719913324800903
1972-07-01,17.591201296370755
1972-08-01,16.49713476737623
1972-09-01,12.643395367266535
1972-10-01,10.779927308830096
1972-11-01,7.147567868230257
1972-12-01,4.131150858278018
1973-01-01,2.1230946016440737
1973-02-01,2.092231181730661
1973-03-01,4.755723159461581
1973-04-01,6.639981630944631
1973-05-01,13.206014079952325
1973-06-01,16.554850781012544
1973-07-01,17.620342268762773
1973-08-01,19.636878530620358
1973-09-01,16.379035981253484
1973-10-01,10.065195723373542
1973-11-01,6.286947592861759
1973-12-01,2.8183597030256853
1974-01-01,5.693583817851095
1974-02-01,4.571779777619443
1974-03-01,6.678014963543761
1974-04-01,8.885727140093307
1974-05-01,11.83277222743513
1974-06-01,15.431559271071512
1974-07-01,17.212934457851215
1974-08-01,18.23648542274848
1974-09-01,14.02744357780664
1974-10-01,6.647254673176779
1974-11-01,6.788788440088468
1974-12-01,5.922121023907771
1975-01-01,5.627623836161578
1975-02-01,4.8523423915702075
1975-03-01,4.458801959333526
1975-04-01,8.096059260168712
1975-05-01,11.323963593142057
1975-06-01,15.195640121729697
1975-07-01,18.50380978277733
1975-08-01,19.373381151452353
1975-09-01,15.616632276591643
1975-10-01,9.925760896027404
1975-11-01,5.974257350578925
1975-12-01,2.0229863207792165
1976-01-01,3.089520171393062
1976-02-01,4.099186183425961
1976-03-01,5.217427553298613
1976-04-01,8.276866359236589
1976-05-01,13.457085065820685
1976-06-01,19.425076298307573
1976-07-01,19.746965311524978
1976-08-01,18.828179672377505
1976-09-01,14.246950164870487
1976-10-01,11.313173266845034
1976-11-01,5.643859154623753
1976-12-01,2.6908327521209676
1977-01-01,2.9929660930785835
1977-02-01,6.030067464380453
1977-03-01,7.725055922212727
1977-04-01,7.608941952143136
1977-05-01,11.396388478403354
1977-06-01,14.322846667324301
1977-07-01,16.924244929811316
1977-08-01,16.116551126552285
1977-09-01,14.095292420193285
1977-10-01,12.67538803963786
1977-11-01,6.250691982529716
1977-12-01,4.824577097791091
1978-01-01,2.288961162053178
1978-02-01,3.353108233095444
1978-03-01,6.466505082847009
1978-04-01,7.016113937700332
1978-05-01,11.63056456128079
1978-06-01,14.537747283564247
1978-07-01,16.75330908160789
1978-08-01,16.60302932918263
1978-09-01,15.102108924987304
1978-10-01,11.442889558042618
1978-11-01,6.365153877350222
1978-12-01,4.878809852905409
1979-01-01,-0.024068421971684194
1979-02-01,3.5484861782134676
1979-03-01,5.905939101698597
1979-04-01,7.347541273185114
1979-05-01,11.776736687032937
1979-06-01,15.991215830547821
1979-07-01,18.077432197898688
1979-08-01,16.556676261923474
1979-09-01,15.306490479430652
1979-10-01,12.345474188830028
1979-11-01,5.776970647614348
1979-12-01,4.962348698444683
1980-01-01,1.5543442200906894
1980-02-01,5.827347907594779
1980-03-01,5.530713323063176
1980-04-01,7.600090254582931
1980-05-01,11.31971160946231
1980-06-01,14.34571157220777
1980-07-01,15.907597669454114
1980-08-01,18.139378446218778
1980-09-01,16.312496792584795
1980-10-01,10.232517432778481
1980-11-01,4.997979900104913
1980-12-01,1.953805700447242
1981-01-01,2.3554579544348186
1981-02-01,1.9047077282563205
1981-03-01,8.484243856631416
1981-04-01,9.629053993545638
1981-05-01,12.04577121938297
1981-06-01,15.24546801697382
1981-07-01,16.85853717837073
1981-08-01,18.322297552030605
1981-09-01,15.793329727954353
1981-10-01,10.775915500850513
1981-11-01,6.662582622458676
1981-12-01,3.5810721289297667
1982-01-01,4.515665529797737
1982-02-01,4.737365268988041
1982-03-01,5.454436446211007
1982-04-01,8.601480593237655
1982-05-01,13.009138025313522
1982-06-01,17.18486204173608
1982-07-01,19.833019458213187
1982-08-01,17.332491080137103
1982-09-01,17.073427239590846
1982-10-01,10.846667254226158
1982-11-01,7.965431279876458
1982-12-01,4.1492016028540215
1983-01-01,4.686812967880723
1983-02-01,1.5747703915629194
1983-03-01,6.267850003127855
1983-04-01,8.470833422759233
1983-05-01,11.023591279471459
1983-06-01,16.728613579903726
1983-07-01,21.834321481106702
1983-08-01,18.6387479253636
1983-09-01,15.818274276143454
1983-10-01,11.412724520966602
1983-11-01,7.323614635014704
1983-12-01,3.8015854160623843
1984-01-01,3.4761747714689437
1984-02-01,2.5179142435826636
1984-03-01,4.438185780970025
1984-04-01,8.888517818843951
1984-05-01,9.932481762129198
1984-06-01,15.393816431350979
1984-07-01,18.58820171068355
1984-08-01,17.845799804802017
1984-09-01,14.069241280767377
1984-10-01,11.364384290883118
1984-11-01,9.018476944749764
1984-12-01,3.941246840192005
1985-01-01,-2.02661628351893
1985-02-01,3.6773039618823558
1985-03-01,4.392546283220989
1985-04-01,9.243040917241663
1985-05-01,11.859948960593124
1985-06-01,14.933075003731545
1985-07-01,19.125451577373283
1985-08-01,17.06376974698002
1985-09-01,17.247278928974517
1985-10-01,12.451910509182321
1985-11-01,3.6856767049590897
1985-12-01,4.789154753463696
1986-01-01,3.095115843711516
1986-02-01,-0.9955222484512247
1986-03-01,5.3136257172313215
1986-04-01,6.233144556463226
1986-05-01,13.337150348090217
1986-06-01,16.70411047529687
1986-07-01,18.381372138577596
1986-08-01,17.32702754445635
1986-09-01,14.70172050323664
1986-10-01,13.113364378180428
1986-11-01,7.590990197920812
1986-12-01,4.42145851892723
1987-01-01,-1.8503719620153387
1987-02-01,3.158384053156082
1987-03-01,4.3197207968424705
1987-04-01,10.396236089105239
1987-05-01,10.952535424681896
1987-06-01,14.720745750448284
1987-07-01,18.14441536594495
1987-08-01,18.286232537459846
1987-09-01,17.715427769498486
1987-10-01,12.436792476117928
1987-11-01,6.602538752006433
1987-12-01,5.018604060813811
1988-01-01,6.094906195570542
1988-02-01,4.062606393684171
1988-03-01,5.712522123764057
1988-04-01,9.910478520061739
1988-05-01,13.622325439869122
1988-06-01,15.847604373734677
1988-07-01,17.376386507546318
1988-08-01,18.439870146241468
1988-09-01,15.214365205903439
1988-10-01,12.70589306769703
1988-11-01,6.066002089959915
1988-12-01,5.144535308768748
1989-01-01,3.8662874474237334
1989-02-01,5.1358405016074675
1989-03-01,8.713857847741632
1989-04-01,7.829335562198607
1989-05-01,15.227408297070124
1989-06-01,16.794691547241808
1989-07-01,19.959734385253583
1989-08-01,19.11865739791919
1989-09-01,15.950392439478208
1989-10-01,12.826623597591018
1989-11-01,6.741999595135269
1989-12-01,5.5194580002523965
1990-01-01,4.398848423789132
1990-02-01,8.244983593401289
1990-03-01,8.11096102183707
1990-04-01,8.41198003358168
1990-05-01,15.150402292953393
1990-06-01,15.62677518740006
1990-07-01,19.44551342386872
1990-08-01,20.387308571051832
1990-09-01,15.534818744822365
1990-10-01,13.102391973273793
1990-11-01,6.591850781913721
1990-12-01,2.0142010890549407
1991-01-01,3.2645400025850586
1991-02-01,1.4405088653059106
1991-03-01,8.702778601435933
1991-04-01,8.144595242816756
1991-05-01,10.981309326799565
1991-06-01,14.621894796899673
1991-07-01,19.323411417736743
1991-08-01,20.362017235700808
1991-09-01,17.49741591728954
1991-10-01,10.266391332241609
1991-11-01,6.28470330742562
1991-12-01,2.8170865941116516
1992-01-01,1.9223212326450925
1992-02-01,4.089053560018986
1992-03-01,6.975824611618189
1992-04-01,8.957084217104141
1992-05-01,14.815600131578355
1992-06-01,15.588028315848145
1992-07-01,18.729087472052814
1992-08-01,19.6359963784123
1992-09-01,15.041381330343507
1992-10-01,9.163352676280502
1992-11-01,8.701885976765803
1992-12-01,4.572881968375812
1993-01-01,5.3579223758229215
1993-02-01,2.9213592995725017
1993-03-01,6.315543827153938
1993-04-01,9.974995518731523
1993-05-01,13.787755605348215
1993-06-01,16.94229896720168
1993-07-01,17.334771857529436
1993-08-01,18.44621378154461
1993-09-01,14.104724036083331
1993-10-01,9.911482907813637
1993-11-01,4.291081007252707
1993-12-01,5.485186198378818
1994-01-01,4.355735463666958
1994-02-01,4.575662836313986
1994-03-01,8.741546866317282
1994-04-01,7.966469629686262
1994-05-01,13.41242545093272
1994-06-01,16.68582698440461
1994-07-01,21.275758754443583
1994-08-01,19.695366394896972
1994-09-01,14.367600163026003
1994-10-01,11.685737252583664
1994-11-01,9.996918449498965
1994-12-01,6.010120075725909
1995-01-01,3.592798799322849
1995-02-01,6.8323879135599785
1995-03-01,5.650002387544047
1995-04-01,9.247852716790735
1995-05-01,13.10323763424619
1995-06-01,15.520662410637557
1995-07-01,20.843647701107034
1995-08-01,19.69470992692895
1995-09-01,13.62437034117248
1995-10-01,14.40575054848304
1995-11-01,6.839139302751181
1995-12-01,3.640503259173985
1996-01-01,4.969154348883461
1996-02-01,2.1505641558474693
1996-03-01,5.3694061981839205
1996-04-01,9.464383248864257
1996-05-01,11.801143974970579
1996-06-01,17.165793893510415
1996-07-01,18.218501697141075
1996-08-01,17.67126661997
1996-09-01,13.407187529088702
1996-10-01,11.249310723280217
1996-11-01,6.248822622272951
1996-12-01,3.0237343357767688
1997-01-01,1.6461107942419548
1997-02-01,6.186092695187523
1997-03-01,8.69929892257547
1997-04-01,9.543727615588411
1997-05-01,13.820967675647337
1997-06-01,15.837568051975564
1997-07-01,17.851041789729162
1997-08-01,20.913302057710165
1997-09-01,16.667347084707483
1997-10-01,11.960509525107081
1997-11-01,7.794011177897157
1997-12-01,4.761143472048606
1998-01-01,4.220045237782527
1998-02-01,5.28269781821114
1998-03-01,7.3061395534359095
1998-04-01,8.34732152545645
1998-05-01,14.21679975333571
1998-06-01,16.544946603356443
1998-07-01,18.036547651421262
1998-08-01,19.194318868430273
1998-09-01,15.265645301642518
1998-10-01,10.960598229653602
1998-11-01,4.347591290232741
1998-12-01,3.917603059402257
1999-01-01,4.673084830217829
1999-02-01,3.210814040445365
1999-03-01,7.280798251298665
1999-04-01,9.448235921976467
1999-05-01,14.770235685541225
1999-06-01,15.886021721301994
1999-07-01,19.541544506652027
1999-08-01,18.96337296974187
1999-09-01,17.309401745731893
1999-10-01,11.814692158272418
1999-11-01,5.209444584763563
1999-12-01,4.1897148145072665
2000-01-01,2.7352577022110736
2000-02-01,5.809122139476959
2000-03-01,6.653456032100535
2000-04-01,9.295723970113526
2000-05-01,14.384863569198911
2000-06-01,17.24940101004578
2000-07-01,16.75554077692501
2000-08-01,19.27633050215679
2000-09-01,16.31545480835146
2000-10-01,11.391552776116592
2000-11-01,7.333354540080373
2000-12-01,6.530978195636826
2001-01-01,4.5024310599743025
2001-02-01,4.625434550891777
2001-03-01,8.355534824192961
2001-04-01,8.08390425275205
2001-05-01,14.131521117479995
2001-06-01,16.367026614175305
2001-07-01,18.680724322626283
2001-08-01,19.634861171478192
2001-09-01,13.510789344675105
2001-10-01,14.517720887950196
2001-11-01,5.39755907489622
2001-12-01,1.811327063327498
2002-01-01,4.176799709253126
2002-02-01,6.364107920498083
2002-03-01,7.919207884893891
2002-04-01,9.832462810240681
2002-05-01,12.600189211126047
2002-06-01,17.573092024694493
2002-07-01,17.963346898454546
2002-08-01,17.91372414242872
2002-09-01,14.777460247606776
2002-10-01,11.972860310690171
2002-11-01,8.497378608820805
2002-12-01,6.098792724219164
2003-01-01,1.9551482386089754
2003-02-01,2.3549068983729913
2003-03-01,8.36179556368788
2003-04-01,10.511026774256406
2003-05-01,14.02155871966336
2003-06-01,20.703609933072826
2003-07-01,20.371762390547566
2003-08-01,23.289283360154055
2003-09-01,16.202714189648407
2003-10-01,9.863477805560217
2003-11-01,8.313442392398807
2003-12-01,4.275347865828236
2004-01-01,3.676460853334538
2004-02-01,4.024238259125194
2004-03-01,5.562849352194095
2004-04-01,9.12529586104676
2004-05-01,12.486148177928811
2004-06-01,17.453423812127312
2004-07-01,18.664553456231978
2004-08-01,19.22816011415508
2004-09-01,16.67366264478121
2004-10-01,12.891755376889098
2004-11-01,6.469376374857055
2004-12-01,3.4547767814057466
2005-01-01,3.5678583304993308
2005-02-01,1.3773647122928598
2005-03-01,6.244223293610642
2005-04-01,9.814230713067797
2005-05-01,13.862418591002978
2005-06-01,18.893021127709936
2005-07-01,19.494043397079913
2005-08-01,18.041821764385148
2005-09-01,16.483233251040694
2005-10-01,14.282238192768599
2005-11-01,6.146219807451181
2005-12-01,1.9428749781622257
2006-01-01,2.153562497748871
2006-02-01,2.452635997487421
2006-03-01,5.76686230534415
2006-04-01,9.521066137100474
2006-05-01,13.606507806325482
2006-06-01,18.260110060284195
2006-07-01,22.760703931751138
2006-08-01,16.779703561032438
2006-09-01,17.998283243712986
2006-10-01,14.528419305077508
2006-11-01,9.048354100487817
2006-12-01,4.545449060900676
2007-01-01,5.726637352442784
2007-02-01,6.628481950215153
2007-03-01,6.737421843588049
2007-04-01,13.162537662604676
2007-05-01,14.167777592835385
2007-06-01,16.819657871829016
2007-07-01,17.470732170688372
2007-08-01,17.48224542767233
2007-09-01,14.509805361050837
2007-10-01,11.176237816283923
2007-11-01,5.708118282265339
2007-12-01,3.360867887969492
2008-01-01,5.235032625934354
2008-02-01,5.661021644823416
2008-03-01,5.893072635675073
2008-04-01,8.632380742793682
2008-05-01,14.675428694116514
2008-06-01,16.41862838070037
2008-07-01,18.32793986406225
2008-08-01,18.13075556583231
2008-09-01,14.237711783672038
2008-10-01,10.961739081442852
2008-11-01,6.636366956548119
2008-12-01,2.586652490079483
2009-01-01,1.386926536796641
2009-02-01,3.0701473491342095
2009-03-01,6.245036219442088
2009-04-01,10.331029151384813
2009-05-01,14.605554982568249
2009-06-01,17.099584437894556
2009-07-01,19.042324036475062
2009-08-01,20.237151150776317
2009-09-01,16.443878425029215
2009-10-01,11.960544269997493
2009-11-01,9.04275335077089
2009-12-01,3.6110313504037936
2010-01-01,0.5151561150559
2010-02-01,2.7183284753921666
2010-03-01,5.620257649357892
2010-04-01,10.060485576995664
2010-05-01,11.767744833444503
2010-06-01,16.849453429782137
2010-07-01,20.449425983600477
2010-08-01,18.14373925452097
2010-09-01,14.993367662081715
2010-10-01,11.00645589102952
2010-11-01,6.24341827375025
2010-12-01,0.9149486157351797
2011-01-01,3.3404589217494087
2011-02-01,5.011297142752363
2011-03-01,7.392755853437583
2011-04-01,12.816301673431944
2011-05-01,15.479535483291425
2011-06-01,16.747617221057336
2011-07-01,17.05251458439397
2011-08-01,19.065350506374422
2011-09-01,17.412899638873114
2011-10-01,12.853511708103348
2011-11-01,9.588414567013054
2011-12-01,5.933250207210939
2012-01-01,4.515391999738067
2012-02-01,-0.11500186230469725
2012-03-01,8.6467684067987
2012-04-01,8.518754470502572
2012-05-01,14.000630087665412
2012-06-01,16.841087179746218
2012-07-01,17.97729889554085
2012-08-01,20.319955023059094
2012-09-01,15.751743002276696
2012-10-01,12.256909581937942
2012-11-01,7.5354696991977255
2012-12-01,4.915102655545731
2013-01-01,3.05774511147076
2013-02-01,1.7621348597150177
2013-03-01,5.008240324234877
2013-04-01,8.995332373198938
2013-05-01,10.629168701913239
2013-06-01,15.56936640039058
2013-07-01,21.029163215666294
2013-08-01,19.217388560419465
2013-09-01,16.21829750410282
2013-10-01,13.550998503990897
2013-11-01,6.225707710043236
2013-12-01,4.51040569823794
2014-01-01,5.728386497314177
2014-02-01,5.700544303692607
2014-03-01,7.762189639040891
2014-04-01,11.053143937751594
2014-05-01,12.628309072752991
2014-06-01,17.787536978371698
2014-07-01,18.695950336009005
2014-08-01,17.110592372221735
2014-09-01,17.110747413141866
2014-10-01,13.966260744029341
2014-11-01,9.541734120230965
2014-12-01,4.500470551418992
2015-01-01,3.660549302725071
2015-02-01,2.6845077861252786
2015-03-01,7.015811363680177
2015-04-01,10.773154717630824
2015-05-01,13.64864724942081
2015-06-01,18.16521180414264
2015-07-01,21.386820537121157
2015-08-01,20.008619538774955
2015-09-01,14.609315632814601
2015-10-01,11.213163493734042
2015-11-01,9.526849523508492
2015-12-01,8.003081495872072
2016-01-01,5.148072343077106
2016-02-01,5.242520647264391
2016-03-01,5.810163138193357
2016-04-01,9.009086645114595
2016-05-01,13.043964091244417
2016-06-01,16.47930563416098
2016-07-01,19.499424533724383
2016-08-01,20.27674440536255
2016-09-01,18.22098627467165
2016-10-01,11.321407064751948
2016-11-01,7.359541919574482
2016-12-01,4.362311379178357
2017-01-01,1.2468464332515485
2017-02-01,6.325840559112916
2017-03-01,9.107728380835681
2017-04-01,9.778317297778008
2017-05-01,14.943868357983911
2017-06-01,19.671051510237433
2017-07-01,19.929179539853884
2017-08-01,19.87152240760551
2017-09-01,14.650069646001139
2017-10-01,13.390928196691245
2017-11-01,6.6927046389899685
2017-12-01,4.093947664378632
2018-01-01,6.516074978655772
2018-02-01,1.5891244181973885
2018-03-01,5.982683153513923
2018-04-01,11.978121262626084
2018-05-01,14.640308175169578
2018-06-01,18.283759334486962
2018-07-01,21.77934701562666
2018-08-01,20.89166932993135
2018-09-01,17.755164259409312
2018-10-01,13.132774999388497
2018-11-01,8.134699908537407
2018-12-01,6.22181818478063
2019-01-01,2.6138668177636775
2019-02-01,6.082046268944847
2019-03-01,8.071554704940025
2019-04-01,9.922790815357871
2019-05-01,12.059635865074545
2019-06-01,18.83649184212994
2019-07-01,21.70812448995385
2019-08-01,20.42846388884454
2019-09-01,17.159395670411218
2019-10-01,13.54265593695265
2019-11-01,7.010728747481559
2019-12-01,6.37401539956269
2020-01-01,5.5512614766936705
2020-02-01,7.3359881553863255
2020-03-01,7.5072006734877865
2020-04-01,12.660532164256999
2020-05-01,15.096926820029909
2020-06-01,16.844977843789312
2020-07-01,20.268602109467412
2020-08-01,21.120906744237526
2020-09-01,17.59819516406477
2020-10-01,11.255961791951435
2020-11-01,9.08527596022211
2020-12-01,5.289890915943771
2021-01-01,2.8957919328412314
2021-02-01,6.581743027874775
2021-03-01,6.9188333183605755
2021-04-01,8.61740747074145
2021-05-01,11.773864605733362
2021-06-01,18.417096389554015
2021-07-01,18.632265124648928
2021-08-01,18.29611551712794
2021-09-01,17.522719717157113
2021-10-01,11.899666565936677
2021-11-01,6.159599896023926
2021-12-01,5.316917340404307
2022-01-01,3.4264267736296334
2022-02-01,6.1575148961865125
2022-03-01,8.205866410004457
2022-04-01,9.91729107885247
2022-05-01,16.065202039305657
2022-06-01,19.418723825402132
2022-07-01,21.887020397908014
2022-08-01,22.15090775764546
2022-09-01,16.271359815020027
2022-10-01,15.72459473783501
2022-11-01,9.331592007396226
2022-12-01,5.277814150605813
2023-01-01,4.491116175153855
2023-02-01,4.831232601504761
2023-03-01,8.09292470103851
2023-04-01,9.735562100793011
2023-05-01,14.12070894478828
2023-06-01,19.854614291752863
2023-07-01,20.064186472838582
2023-08-01,20.190783336716173
2023-09-01,19.686100578647267
2023-10-01,14.8806249465288
2023-11-01,8.274446700438316
2023-12-01,6.332617777239367
2024-01-01,4.43942771441799
2024-02-01,7.671276448903567
2024-03-01,8.578648860697086
2024-04-01,10.512575676502477
2024-05-01,13.487494987551836
2024-06-01,16.856535143214376
2024-07-01,19.81161422601562
2024-08-01,20.83142610159548
2024-09-01,15.243920168773434
2024-10-01,13.6476226121416
2024-11-01,8.774147349617866
2024-12-01,4.887898340629408
2025-01-01,4.208209663710015
2025-02-01,5.284974461113956
2025-03-01,7.586619650018304
2025-04-01,11.76171685881029
2025-05-01,14.500149005034656
2025-06-01,20.646984113827518
2025-07-01,20.161664570860886
2025-08-01,21.036972723843775
2025-09-01,15.616574357562818
2025-10-01,12.35831144501691
2025-11-01,8.08987360164529
2025-12-01,6.008702343363585
